"Year","Species_Name","Scientific_Name","CRFS_District","n_fish"
2022,"Vermilion/Sunset Rockfish","Sebastes melanostomus","District 2",0
2022,"Vermilion/Sunset Rockfish","Sebastes rastrelliger","District 2",0
2022,"Vermilion/Sunset Rockfish","Sebastes proriger","District 2",0
2022,"Vermilion/Sunset Rockfish","Sebastes diploproa","District 2",0
2022,"Vermilion/Sunset Rockfish","Sebastes caurinus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes maliger","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes miniatus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes mystinus/diaconus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes rufus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes paucispinis","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanops","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes auriculatus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes chrysomelas","District 3",0
2022,"Vermilion/Sunset Rockfish","Scorpaenichthys marmoratus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes nebulosus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes dalli","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes goodei","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes pinniger","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes rubrivinctus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosenblatti","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes carnatus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes chlorostictus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes elongatus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes semicinctus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes umbrosus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes atrovirens","District 3",0
2022,"Vermilion/Sunset Rockfish","Ophiodon elongatus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes macdonaldi","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes serranoides","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes simulator","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosaceus","District 3",0
2022,"Vermilion/Sunset Rockfish","Scorpaena guttata","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes ovalis","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes hopkinsi","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes constellatus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes ensifer","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes serriceps","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes entomelas","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes flavidus","District 3",0
2022,"Vermilion/Sunset Rockfish","Hexagrammos decagrammus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes nigrocinctus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanostomus","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes rastrelliger","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes proriger","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes diploproa","District 3",0
2022,"Vermilion/Sunset Rockfish","Sebastes caurinus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes maliger","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes miniatus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes mystinus/diaconus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes rufus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes paucispinis","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanops","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes auriculatus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes chrysomelas","District 4",0
2022,"Vermilion/Sunset Rockfish","Scorpaenichthys marmoratus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes nebulosus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes dalli","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes goodei","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes pinniger","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes rubrivinctus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosenblatti","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes carnatus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes chlorostictus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes elongatus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes semicinctus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes umbrosus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes atrovirens","District 4",0
2022,"Vermilion/Sunset Rockfish","Ophiodon elongatus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes macdonaldi","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes serranoides","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes simulator","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosaceus","District 4",0
2022,"Vermilion/Sunset Rockfish","Scorpaena guttata","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes ovalis","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes hopkinsi","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes constellatus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes ensifer","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes serriceps","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes entomelas","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes flavidus","District 4",0
2022,"Vermilion/Sunset Rockfish","Hexagrammos decagrammus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes nigrocinctus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanostomus","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes rastrelliger","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes proriger","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes diploproa","District 4",0
2022,"Vermilion/Sunset Rockfish","Sebastes caurinus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes maliger","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes miniatus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes mystinus/diaconus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes rufus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes paucispinis","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanops","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes auriculatus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes chrysomelas","District 5",0
2022,"Vermilion/Sunset Rockfish","Scorpaenichthys marmoratus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes nebulosus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes dalli","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes goodei","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes pinniger","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes rubrivinctus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosenblatti","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes carnatus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes chlorostictus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes elongatus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes semicinctus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes umbrosus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes atrovirens","District 5",0
2022,"Vermilion/Sunset Rockfish","Ophiodon elongatus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes macdonaldi","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes serranoides","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes simulator","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosaceus","District 5",0
2022,"Vermilion/Sunset Rockfish","Scorpaena guttata","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes ovalis","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes hopkinsi","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes constellatus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes ensifer","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes serriceps","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes entomelas","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes flavidus","District 5",0
2022,"Vermilion/Sunset Rockfish","Hexagrammos decagrammus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes nigrocinctus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanostomus","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes rastrelliger","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes proriger","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes diploproa","District 5",0
2022,"Vermilion/Sunset Rockfish","Sebastes caurinus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes maliger","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes miniatus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes mystinus/diaconus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes rufus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes paucispinis","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanops","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes auriculatus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes chrysomelas","District 6",0
2022,"Vermilion/Sunset Rockfish","Scorpaenichthys marmoratus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes nebulosus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes dalli","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes goodei","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes pinniger","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes rubrivinctus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosenblatti","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes carnatus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes chlorostictus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes elongatus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes semicinctus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes umbrosus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes atrovirens","District 6",0
2022,"Vermilion/Sunset Rockfish","Ophiodon elongatus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes macdonaldi","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes serranoides","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes simulator","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes rosaceus","District 6",0
2022,"Vermilion/Sunset Rockfish","Scorpaena guttata","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes ovalis","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes hopkinsi","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes constellatus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes ensifer","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes serriceps","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes entomelas","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes flavidus","District 6",0
2022,"Vermilion/Sunset Rockfish","Hexagrammos decagrammus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes nigrocinctus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes melanostomus","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes rastrelliger","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes proriger","District 6",0
2022,"Vermilion/Sunset Rockfish","Sebastes diploproa","District 6",0
2022,"Blue/Deacon Rockfish","Sebastes caurinus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes maliger","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes miniatus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes mystinus/diaconus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes rufus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes paucispinis","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes melanops","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes auriculatus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes chrysomelas","District 1",0
2022,"Blue/Deacon Rockfish","Scorpaenichthys marmoratus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes nebulosus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes dalli","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes goodei","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes pinniger","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes rubrivinctus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes rosenblatti","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes carnatus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes chlorostictus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes elongatus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes semicinctus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes umbrosus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes atrovirens","District 1",0
2022,"Blue/Deacon Rockfish","Ophiodon elongatus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes macdonaldi","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes serranoides","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes simulator","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes rosaceus","District 1",0
2022,"Blue/Deacon Rockfish","Scorpaena guttata","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes ovalis","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes hopkinsi","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes constellatus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes ensifer","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes serriceps","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes entomelas","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes flavidus","District 1",0
2022,"Blue/Deacon Rockfish","Hexagrammos decagrammus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes nigrocinctus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes melanostomus","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes rastrelliger","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes proriger","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes diploproa","District 1",0
2022,"Blue/Deacon Rockfish","Sebastes caurinus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes maliger","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes miniatus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes mystinus/diaconus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes rufus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes paucispinis","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes melanops","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes auriculatus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes chrysomelas","District 2",0
2022,"Blue/Deacon Rockfish","Scorpaenichthys marmoratus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes nebulosus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes dalli","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes goodei","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes pinniger","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes rubrivinctus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes rosenblatti","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes carnatus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes chlorostictus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes elongatus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes semicinctus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes umbrosus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes atrovirens","District 2",0
2022,"Blue/Deacon Rockfish","Ophiodon elongatus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes macdonaldi","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes serranoides","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes simulator","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes rosaceus","District 2",0
2022,"Blue/Deacon Rockfish","Scorpaena guttata","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes ovalis","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes hopkinsi","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes constellatus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes ensifer","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes serriceps","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes entomelas","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes flavidus","District 2",0
2022,"Blue/Deacon Rockfish","Hexagrammos decagrammus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes nigrocinctus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes melanostomus","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes rastrelliger","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes proriger","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes diploproa","District 2",0
2022,"Blue/Deacon Rockfish","Sebastes caurinus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes maliger","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes miniatus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes mystinus/diaconus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes rufus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes paucispinis","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes melanops","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes auriculatus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes chrysomelas","District 3",0
2022,"Blue/Deacon Rockfish","Scorpaenichthys marmoratus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes nebulosus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes dalli","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes goodei","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes pinniger","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes rubrivinctus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes rosenblatti","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes carnatus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes chlorostictus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes elongatus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes semicinctus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes umbrosus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes atrovirens","District 3",0
2022,"Blue/Deacon Rockfish","Ophiodon elongatus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes macdonaldi","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes serranoides","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes simulator","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes rosaceus","District 3",0
2022,"Blue/Deacon Rockfish","Scorpaena guttata","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes ovalis","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes hopkinsi","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes constellatus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes ensifer","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes serriceps","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes entomelas","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes flavidus","District 3",0
2022,"Blue/Deacon Rockfish","Hexagrammos decagrammus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes nigrocinctus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes melanostomus","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes rastrelliger","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes proriger","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes diploproa","District 3",0
2022,"Blue/Deacon Rockfish","Sebastes caurinus","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes maliger","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes miniatus","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes mystinus/diaconus","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes rufus","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes paucispinis","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes melanops","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes auriculatus","District 4",0
2022,"Blue/Deacon Rockfish","Sebastes chrysomelas","District 4",0
